gene_name,gene_id,tax_id
squamosa promoter binding protein-like 2,834345,3702
SAP30,32664,7227
cg4756,32664,7227
4)-dienoyl-CoA isomerase 1,834346,3702
MIR-1007,12798211,7227
dme-mir-1007,12798211,7227
miR-1007,12798211,7227
rrp45,32665,7227
dme-mir-2535b,12798212,7227
PPK28,32671,7227
ppk-28,32671,7227
delta(2,834346,3702
delta(3,834346,3702
dme-mir-285,12798217,7227
miR-285,12798217,7227
cytb,18252293,83971
npr2,32677,7227
nprl2,32677,7227
miR-2491,12798220,7227
phosphate transporter 2,834355,3702
MIR-929,12798221,7227
dme-mir-929,12798221,7227
miR-929,12798221,7227
UBR1,32687,7227
ubr1,32687,7227
erf domain protein 9,834444,3702
Cg8945,32693,7227
miR-4943,12798234,7227
Arpc3b,32696,7227
dme-mir-2497,12798235,7227
miR-2497,12798235,7227
M(1)15d,32700,7227
MiR-9c,12798236,7227
dme-mir-9c,12798236,7227
magnesium chelatase i2,834633,3702
miR-9,12798236,7227
miR-9c,12798236,7227
mir-9,12798236,7227
mir-9C,12798236,7227
rpS5,32700,7227
rps5,32700,7227
atnudt11,834634,3702
CHCHD2,32701,7227
MIR-306,12798237,7227
MiR-306,12798237,7227
BAZ,32703,7227
Baz,32703,7227
dme-mir-306,12798237,7227
miR-306,12798237,7227
D-par3,32703,7227
mir-306S,12798237,7227
Par-3,32703,7227
Par3,32703,7227
par-3,32703,7227
MiR-79,12798238,7227
par3,32703,7227
dme-mir-79,12798238,7227
miR-79,12798238,7227
3-ketoacyl-acyl carrier protein synthase I,834671,3702
dme-miR-289,12798241,7227
Ca2+ activated outward rectifying K+ channel 3,834679,3702
dme-mir-289,12798241,7227
miR-289,12798241,7227
pen15EF,32713,7227
Ca2+ activated outward rectifying K+ channel 2,834680,3702
cg8915,32715,7227
dme-mir-9b,12798246,7227
miR-9,12798246,7227
FIM,32721,7227
miR-9b,12798246,7227
fim,32721,7227
mir-9,12798246,7227
mir-9B,12798246,7227
NACL-inducible gene 1,834727,3702
MIR-1006,12798247,7227
dme-mir-1006,12798247,7227
bar-h2,32723,7227
miR-1006,12798247,7227
bar-h1,32724,7227
barH1,32724,7227
barh1,32724,7227
BAX inhibitor 1,834758,3702
MIR-1000,12798261,7227
cg8611,32725,7227
dme-mir-1000,12798261,7227
miR-1000,12798261,7227
PPK23,32731,7227
dme-mir-92a,12798262,7227
Ppk23,32731,7227
ethylene responsive element binding factor 2,834768,3702
mIR-92a,12798262,7227
miR-92,12798262,7227
miR-92A,12798262,7227
miR-92a,12798262,7227
mir-92,12798262,7227
ethylene responsive element binding factor 5,834770,3702
dme-mir-92b,12798263,7227
mIR-92b,12798263,7227
miR-92,12798263,7227
miR-92B,12798263,7227
miR-92b,12798263,7227
Corolla,32739,7227
dme-mir-1012,12798273,7227
miR-1012,12798273,7227
cg5800,32742,7227
tonoplast dicarboxylate transporter,834806,3702
dme-mir-1001,12798277,7227
intS2,32745,7227
miR-1001,12798277,7227
Acp98Ab,12798279,7227
b-Spec,32746,7227
acp98AB,12798279,7227
farnesyl diphosphate synthase 1,834828,3702
beta-spec,32746,7227
betaspec,32746,7227
dme-mir-954,12798287,7227
miR-954,12798287,7227
Chas,32748,7227
dme-mir-980,12798291,7227
miR-980,12798291,7227
cytochrome P450,834851,3702
family 708,834851,3702
polypeptide 2,834851,3702
DmPar-6,32752,7227
subfamily A,834851,3702
Dmpar6,32752,7227
MIR-279,12798294,7227
PAR-6,32752,7227
MiR-279,12798294,7227
Mir-279,12798294,7227
Par-6,32752,7227
Par6,32752,7227
dPAR-6,32752,7227
dPar-6,32752,7227
dmPar-6,32752,7227
dme-mir-279,12798294,7227
par,32752,7227
xyloglucan endotransglucosylase/hydrolase 20,834859,3702
par6,32752,7227
miR-279,12798294,7227
mir279,12798294,7227
dme-mir-996,12798295,7227
miR-996,12798295,7227
Unc-4,32757,7227
acetoacetyl-CoA thiolase 2,834876,3702
Odsh,32758,7227
odsH,32758,7227
odsh,32758,7227
MIR-275,12798299,7227
dme-mir-275,12798299,7227
miR-275,12798299,7227
SOCS16D,32760,7227
mir275,12798299,7227
socs16D,32760,7227
MIR-305,12798300,7227
MiR-305,12798300,7227
E(y)1,32762,7227
dme-mir-305,12798300,7227
miR-305,12798300,7227
peroxisomal 3-keto-acyl-CoA thiolase 2,834946,3702
mir305,12798300,7227
Taf40,32762,7227
Taf42,32762,7227
Taf9,32762,7227
TafII40,32762,7227
Taf[[II]]40,32762,7227
dme-mir-2b-1,12798306,7227
dTaf9,32762,7227
miR-2,12798306,7227
dmTaf9,32762,7227
pseudo-response regulator 4,834984,3702
miR-2b-1,12798306,7227
mir-2b,12798306,7227
taf9,32762,7227
MIR-87,12798312,7227
dme-mir-87,12798312,7227
beta-xylosidase 1,834996,3702
miR-87,12798312,7227
UCP4A,32764,7227
Ucp4a,32764,7227
dmUCP4a,32764,7227
ucp4A,32764,7227
ucp4a,32764,7227
cytb,18252370,111096
MIR-8,12798320,7227
MiR-8,12798320,7227
dme-mir-8,12798320,7227
cg6506,32766,7227
miR-8,12798320,7227
ferric reduction oxidase 7,835037,3702
arp8,32769,7227
snoRNA:dek-a,12798321,7227
dme-mir-990,12798322,7227
miR-990,12798322,7227
chloride channel C,835052,3702
Dyrk1,32771,7227
MNB,32771,7227
Mnb,32771,7227
dme-mir-31a,12798333,7227
miR-31,12798333,7227
miR-31a,12798333,7227
mir-31,12798333,7227
gss,32775,7227
bcDNA:GH02678,32777,7227
dme-mir-6-3,12798351,7227
dvps4,32777,7227
vps4,32777,7227
miR-6-3,12798351,7227
ferric reduction oxidase 8,835081,3702
mir-6,12798351,7227
Eko,32780,7227
dme-miR-6,12798352,7227
dme-mir-6-2,12798352,7227
miR-6-2,12798352,7227
mir-6,12798352,7227
dme-miR-6,12798353,7227
dme-mir-6-1,12798353,7227
miR-6-1,12798353,7227
mir-6,12798353,7227
SH,32780,7227
hydroxysteroid dehydrogenase 1,835129,3702
dme-mir-5,12798354,7227
sh,32780,7227
miR-5,12798354,7227
sha,32780,7227
dme-mir-4,12798355,7227
miR-4,12798355,7227
Dhc,32785,7227
nucleotide binding protein 35,835169,3702
dhc,32785,7227
ADA3,32787,7227
Mir-286,12798356,7227
dme-mir-286,12798356,7227
miR-286,12798356,7227
dADA3,32787,7227
dAda3,32787,7227
Scu,32789,7227
dme-mir-3,12798357,7227
miR-3,12798357,7227
polyadenylate-binding protein 1,835186,3702
MIR-309,12798358,7227
dme-mir-309,12798358,7227
miR-309,12798358,7227
TAF8,32792,7227
cytb,10322671,125286
taf8,32792,7227
MIR-190,12798371,7227
phosphoglucomutase,835257,3702
dme-mir-190,12798371,7227
miR-190,12798371,7227
cytb,37620884,128105
Hdp,32794,7227
WupA,32794,7227
hdp,32794,7227
wupa,32794,7227
cytb,37620922,128106
Ari-1,32796,7227
fibrillarin 1,835323,3702
dme-mir-280,12798378,7227
miR-280,12798378,7227
dme-mir-986,12798380,7227
miR-986,12798380,7227
frq,32797,7227
frq1,32797,7227
andorra,32798,7227
dme-mir-987,12798383,7227
miR-987,12798383,7227
spermidine synthase 3,835392,3702
frq,32799,7227
frq2,32799,7227
MIR-14,12798384,7227
Mir-14,12798384,7227
dme-mir-14,12798384,7227
miR-14,12798384,7227
mir14,12798384,7227
him,32801,7227
dme-mir-307b,12798385,7227
polypyrimidine tract-binding protein 2,835399,3702
miR-307b,12798385,7227
mir-307,12798385,7227
mir-307-AS,12798385,7227
mir-307-as,12798385,7227
UPD2,32805,7227
arabinogalactan protein 22,835406,3702
Upd2,32805,7227
cg5988,32805,7227
dme-mir-307a,12798386,7227
upd,32805,7227
miR-307a,12798386,7227
mir-307,12798386,7227
Os,32813,7227
pectin methylesterase PCR fragment F,835418,3702
Upd,32813,7227
Upd1,32813,7227
os,32813,7227
dme-mir-1008,12798402,7227
miR-1008,12798402,7227
sis-c,32813,7227
upd,32813,7227
YELLOW STRIPE like 3,835437,3702
dme-miR-13b,12798410,7227
dme-mir-13b,12798410,7227
miR-13b,12798410,7227
miR-13b-1,12798410,7227
CREB-b,32817,7227
mir-13,12798410,7227
mir-13b,12798410,7227
Creb,32817,7227
Creb2,32817,7227
Creb2-b,32817,7227
Creb2b,32817,7227
MiR-13a,12798411,7227
dme-mir-13a,12798411,7227
miR-13a,12798411,7227
mir-13,12798411,7227
dCreb2,32817,7227
dCreb2-b,32817,7227
dCreb2b,32817,7227
dcreb2-b,32817,7227
dme-mir-2c,12798412,7227
2-dioxygenase,835494,3702
miR-2,12798412,7227
miR-2c,12798412,7227
porc,32818,7227
cytb,55288158,135430
homogentisate 1,835494,3702
BetaCop,32820,7227
O-methyltransferase 1,835504,3702
bcop,32820,7227
beta COP,32820,7227
beta-Cop,32820,7227
dme-mir-988,12798415,7227
betaCop,32820,7227
TSF1,32821,7227
tsf1,32821,7227
miR-988,12798415,7227
PSH,32832,7227
Psh,32832,7227
snoRNA:prp8-a,12798416,7227
PGANT7,32836,7227
small ubiquitin-like modifier 2,835609,3702
pgant7,32836,7227
dme-mir-281-2,12798417,7227
miR-281,12798417,7227
miR-281-2,12798417,7227
small ubiquitin-like modifier 3,835610,3702
mir-281,12798417,7227
mir-281b,12798417,7227
mir-281bS,12798417,7227
RAN GTPase 3,835612,3702
Dwnt-3,32838,7227
Dwnt-5,32838,7227
cytb,39114272,156170
Dwnt3,32838,7227
cytb,17675827,156870
Dwnt3/5,32838,7227
Dwnt5,32838,7227
WNT5,32838,7227
dme-mir-281-1,12798418,7227
wnt3,32838,7227
miR-281,12798418,7227
wnt5,32838,7227
miR-281-1,12798418,7227
mir-281,12798418,7227
GGT-1,32839,7227
mir-281a,12798418,7227
mir-281aS,12798418,7227
gamete expressed protein 1,835642,3702
2-xylosyltransferase,835643,3702
MIR-33,12798421,7227
Dlmo,32846,7227
dme-mir-33,12798421,7227
miR-33,12798421,7227
Lmo,32846,7227
bx,32846,7227
dLMO,32846,7227
dLmo,32846,7227
dlmo,32846,7227
Mir-2494,12798429,7227
dme-mir-2494,12798429,7227
miR-2494,12798429,7227
heat shock protein 81-2,835701,3702
Wgn,32849,7227
AtMYB103,835710,3702
MIR-iab-4,12798431,7227
nup35,32851,7227
dme-mir-iab-4,12798431,7227
ING3,32853,7227
miR-iab-4,12798431,7227
miR-iab4,12798431,7227
mir-iab-4-3p,12798431,7227
mir-iab-4-5p,12798431,7227
mir-iab4,12798431,7227
FU,32855,7227
Fu,32855,7227
dme-mir-iab-8,12798432,7227
miR-iab-4AS,12798432,7227
miR-iab-4as,12798432,7227
arabinogalactan protein 14,835755,3702
miR-iab-8,12798432,7227
miR-iab8,12798432,7227
Cyp306a1,32857,7227
mir-iab-4as,12798432,7227
mir-iab8,12798432,7227
PHM,32857,7227
Phm,32857,7227
profilin 3,835761,3702
CYP18A1,32858,7227
MIR-184,12798434,7227
Cyp18,32858,7227
Cyp18A1,32858,7227
dme-mir-184,12798434,7227
miR-184,12798434,7227
mir-184*,12798434,7227
cyp18,32858,7227
mir-184S,12798434,7227
cyp18a1,32858,7227
''autoinhibited Ca2+ -ATPase,835815,3702
MIR-193,12798447,7227
dme-mir-193,12798447,7227
miR-193,12798447,7227
autoinhibited Ca2+ -ATPase,835815,3702
cg6961,32869,7227
isoform 8,835815,3702
MIR-316,12798448,7227
isoform 8'',835815,3702
Bnb,32872,7227
Mir-316,12798448,7227
dme-mir-316,12798448,7227
cytb,12799500,164973
miR-316,12798448,7227
Gap43,32872,7227
gap43,32872,7227
MIR-989,12798451,7227
PVF1,32876,7227
purple acid phosphatase 28,835820,3702
Pvf,32876,7227
dme-mir-989,12798451,7227
miR-989,12798451,7227
pvf1,32876,7227
phosphatidylserine decarboxylase 2,835825,3702
dme-mir-308,12798452,7227
miR-308,12798452,7227
miR-1016,12798453,7227
zinc finger protein 2,835856,3702
Tgy,32896,7227
obp18a,32897,7227
cytb,36941041,176508
dme-mir-957,12798462,7227
miR-957,12798462,7227
temperature-induced lipocalin,835919,3702
inx5,32901,7227
dme-mir-958,12798464,7227
miR-958,12798464,7227
mir-997,12798474,7227
mir-997-1,12798474,7227
ulp1,32910,7227
MIR-278,12798482,7227
Mir-278,12798482,7227
dme-mir-278,12798482,7227
miR-278,12798482,7227
RICTOR,32919,7227
Rictor,32919,7227
myb domain protein 119,836002,3702
miR-4919,12798489,7227
dRictor,32919,7227
MIR-137,12798490,7227
vav,32920,7227
dme-mir-137,12798490,7227
miR-137,12798490,7227
Out,32926,7227
myb domain protein 59,836099,3702
dme-mir-2279,12798493,7227
miR-2279,12798493,7227
Tb927.1.110,3663145,185431
Tb927.1.80,3663146,185431
actin depolymerizing factor 3,836110,3702
Tb927.1.180,3663149,185431
gfa,32928,7227
dme-mir-995,12798495,7227
Tb927.1.50,3663150,185431
miR-995,12798495,7227
actin depolymerizing factor 4,836111,3702
Tb927.1.30,3663152,185431
Tb927.1.120,3663171,185431
miR-1011,12798496,7227
Tb927.1.40,3663172,185431
Kek5,32930,7227
Tb927.1.370,3663232,185431
Tb927.1.10,3663233,185431
Tb927.1.270,3663273,185431
dme-mir-4951,12798499,7227
cg12211,32933,7227
NAA15-16,32934,7227
Tb927.1.420,3663276,185431
Tb927.1.260,3663290,185431
Tb927.1.360,3663326,185431
Nat1,32934,7227
splicing endonuclease 2,836145,3702
Tb927.1.290,3663356,185431
dme-mir-998,12798503,7227
miR-998,12798503,7227
Tb927.1.460,3663359,185431
Tb927.1.200,3663390,185431
Tb927.1.390,3663402,185431
Pcm,32935,7227
Tb927.1.70,3663433,185431
Xrn1,32935,7227
MiR-11,12798504,7227
Tb927.1.230,3663434,185431
dme-miR-11,12798504,7227
dme-mir-11,12798504,7227
Tb927.1.220,3663446,185431
miR-11,12798504,7227
pyridoxine biosynthesis 2,836175,3702
Tb927.1.490,3663450,185431
Tb927.1.400,3663451,185431
Tb927.1.470,3663485,185431
Tb927.1.250,3663564,185431
dme-mir-999,12798506,7227
miR-999,12798506,7227
Tb927.1.380,3663603,185431
Pfk2,32938,7227
Tb927.1.480,3663618,185431
Tb927.1.340,3663623,185431
Tb927.1.310,3663624,185431
dme-mir-4969,12798507,7227
miR-4969,12798507,7227
IDH3A,32940,7227
Tb927.1.280,3663644,185431
idh3a,32940,7227
dme-mir-1010,12798509,7227
miR-1010,12798509,7227
CoREST,32941,7227
D-ribulose-5-phosphate-3-epimerase,836262,3702
cytb,10965138,193059
Dgrip84,32946,7227
grip84,32946,7227
miR-4953,12798519,7227
inositol polyphosphate kinase 2 beta,836298,3702
Car,32947,7227
dme-mir-1015,12798525,7227
Tb927.1.890,4357102,185431
miR-1015,12798525,7227
Tb927.1.900,4357103,185431
Vps33A,32947,7227
Vps33a,32947,7227
Tb927.1.910,4357104,185431
Tb927.1.920,4357105,185431
Tb927.1.930,4357106,185431
dme-mir-1017,12798527,7227
vps33a,32947,7227
Tb927.1.940,4357107,185431
miR-1017,12798527,7227
Tb927.1.950,4357108,185431
Tb927.1.960,4357109,185431
Tb927.1.970,4357110,185431
Tao1,32948,7227
Tb927.1.990,4357112,185431
myb domain protein 96,836367,3702
tao,32948,7227
dme-mir-1003,12798529,7227
Tb927.1.1000,4357113,185431
tao-1,32948,7227
miR-1003,12798529,7227
tao1,32948,7227
Tb927.1.1010,4357114,185431
Tb927.1.1020,4357115,185431
Tb927.1.1030,4357116,185431
Tb927.1.790,4357117,185431
Tb927.1.800,4357118,185431
Sds3,32954,7227
snoRNA:tudor-SN-a,12798543,7227
cg14220,32954,7227
end binding protein 1B,836370,3702
Tb927.1.810,4357119,185431
Tb927.1.820,4357120,185431
Tb927.1.830,4357121,185431
Tb927.1.840,4357122,185431
Tb927.1.850,4357123,185431
Tb927.1.860,4357124,185431
Naa20,32962,7227
Tb927.1.870,4357125,185431
Tb927.1.880,4357126,185431
Tb927.1.520,4357129,185431
ban,12798547,7227
Tb927.1.530,4357130,185431
miR-ban,12798547,7227
Tb927.1.540,4357131,185431
Tb927.1.275,4357134,185431
1-deoxy-D-xylulose 5-phosphate reductoisomerase,836400,3702
Tb927.1.410,4357136,185431
sayp,32965,7227
Tb927.1.05,4357137,185431
Tb927.1.20,4357138,185431
dme-mir-1004,12798552,7227
Tb927.1.60,4357139,185431
Caf40,32966,7227
miR-1004,12798552,7227
Tb927.1.100,4357141,185431
Tb927.1.590,4357142,185431
RHO-related protein from plants 11,836408,3702
Arp11,32969,7227
Tb927.1.600,4357143,185431
Tb927.1.610,4357144,185431
Tb927.1.620,4357145,185431
Tb927.1.630,4357146,185431
RanBP21,32970,7227
Tb927.1.640,4357147,185431
dme-mir-1005,12798555,7227
miR-1005,12798555,7227
Tb927.1.650,4357148,185431
Tb927.1.660,4357149,185431
ELYS,32971,7227
elys,32971,7227
Tb927.1.670,4357150,185431
Tb927.1.680,4357151,185431
Tb927.1.550,4357152,185431
Tb927.1.560,4357153,185431
Tb927.1.570,4357154,185431
histone deacetylase 6,836431,3702
miR-2495,12798561,7227
Tb927.1.580,4357155,185431
dme-mir-959,12798563,7227
Tb927.1.320,4357157,185431
miR-959,12798563,7227
G-6pd,32974,7227
Tb927.1.330,4357158,185431
G6-pd,32974,7227
Tb927.1.690,4357160,185431
G6pd,32974,7227
dme-mir-960,12798564,7227
G6pdh,32974,7227
g6pd,32974,7227
miR-960,12798564,7227
zw,32974,7227
Tb927.1.730,4357164,185431
adenylate kinase 1,836459,3702
dme-mir-961,12798565,7227
ET,32975,7227
Tb927.1.740,4357165,185431
miR-961,12798565,7227
Et,32975,7227
Tb927.1.750,4357166,185431
lat,32975,7227
Tb927.1.760,4357167,185431
Tb927.1.770,4357168,185431
dme-mir-962,12798566,7227
DOME,32976,7227
Tb927.1.780,4357169,185431
miR-962,12798566,7227
Tb927.1.4450,4357170,185431
Dome,32976,7227
Tb927.1.4460,4357171,185431
dme-mir-963,12798567,7227
miR-963,12798567,7227
1-aminomutase,836476,3702
Tb927.1.4470,4357172,185431
Tb927.1.4480,4357173,185431
Tb927.1.4490,4357174,185431
glutamate-1-semialdehyde-2,836476,3702
dme-mir-964,12798568,7227
Tb927.1.2300,4357175,185431
miR-964,12798568,7227
Tb927.1.2310,4357176,185431
Tb927.1.2320,4357177,185431
Tb927.1.2330,4357178,185431
Tb927.1.2340,4357179,185431
cyclin-dependent kinase E;1,836481,3702
dme-mir-966,12798572,7227
Dsk2,32977,7227
Tb927.1.1040,4357180,185431
miR-966,12798572,7227
Tb927.1.1050,4357181,185431
Tb927.1.1060,4357182,185431
Tb927.1.1070,4357183,185431
dsk2,32977,7227
Tb927.1.1080,4357184,185431
ubqn,32977,7227
Tb927.1.1090,4357185,185431
Tb927.1.1100,4357186,185431
Tb927.1.1110,4357187,185431
Tb927.1.1120,4357188,185431
MIR-282,12798576,7227
Tb927.1.1130,4357189,185431
Tb927.1.1140,4357190,185431
dme-mir-282,12798576,7227
phosphatidylinositol 4-OH kinase beta1,836528,3702
miR-282,12798576,7227
Tb927.1.1150,4357191,185431
Emr2,32979,7227
MER,32979,7227
mir282,12798576,7227
Tb927.1.1160,4357192,185431
mer,32979,7227
Tb927.1.1170,4357193,185431
Tb927.1.1180,4357194,185431
dme-mir-955,12798577,7227
Tb927.1.1200,4357195,185431
miR-955,12798577,7227
Tb927.1.1210,4357196,185431
CDC42,32981,7227
ribosomal protein S28,836535,3702
Cdc-42,32981,7227
Tb927.1.1220,4357197,185431
miR-2282,12798578,7227
D-Cdc42,32981,7227
Tb927.1.1230,4357198,185431
D-cdc42,32981,7227
Tb927.1.1240,4357199,185431
DCdc42,32981,7227
Tb927.1.1250,4357200,185431
Dcdc42,32981,7227
Tb927.1.1260,4357201,185431
Tb927.1.1270,4357202,185431
Dmcdc42,32981,7227
Tb927.1.1280,4357203,185431
MIR-932,12798581,7227
Tb927.1.1290,4357204,185431
cdc42,32981,7227
GTP cyclohydrolase II,836551,3702
MiR-932,12798581,7227
dme-mir-932,12798581,7227
Tb927.1.1300,4357205,185431
miR-932,12798581,7227
Tb927.1.1310,4357206,185431
Tb927.1.1320,4357207,185431
Tb927.1.1330,4357208,185431
Tb927.1.1340,4357209,185431
cg14230,32984,7227
Tb927.1.1350,4357210,185431
Tb927.1.1360,4357211,185431
Tb927.1.1370,4357212,185431
Bap,32987,7227
Tb927.1.1380,4357213,185431
cell wall / vacuolar inhibitor of fructosidase 2,836583,3702
Tb927.1.1390,4357214,185431
Gfr,12869582,7227
Tb927.1.1400,4357215,185431
bap,32987,7227
Tb927.1.1410,4357216,185431
Tb927.1.1420,4357217,185431
cg12532,32987,7227
Tb927.1.1430,4357218,185431
Tb927.1.1440,4357219,185431
Tb927.1.1450,4357220,185431
Tb927.1.1460,4357221,185431
Cox6b,32989,7227
asparagine synthetase 2,836625,3702
DmRpb4,14462484,7227
vib,32989,7227
Tb927.1.1470,4357222,185431
RPB4,14462484,7227
Tb927.1.1480,4357223,185431
dRpb4,14462484,7227
Tb927.1.1490,4357224,185431
Tb927.1.1500,4357225,185431
alr,32991,7227
Tb927.1.1510,4357226,185431
Tb927.1.1520,4357227,185431
acyl-CoA oxidase 2,836635,3702
Tb927.1.1530,4357228,185431
PMP70,32992,7227
Tb927.1.1540,4357229,185431
Tb927.1.1550,4357230,185431
Tb927.1.1560,4357231,185431
Vfl,32994,7227
ZLD,32994,7227
Zld,32994,7227
Tb927.1.1570,4357232,185431
Tb927.1.1580,4357233,185431
Tb927.1.1590,4357234,185431
vfl,32994,7227
Tb927.1.1600,4357235,185431
IR47b,14462576,7227
Tb927.1.1610,4357236,185431
myb domain protein 68,836708,3702
Tb927.1.1620,4357237,185431
skpD,32995,7227
Tb927.1.1630,4357238,185431
Tb927.1.1640,4357239,185431
Tb927.1.1650,4357240,185431
Tb927.1.1660,4357241,185431
skpC,32996,7227
Tb927.1.1670,4357242,185431
Tb927.1.1680,4357243,185431
skpE,32997,7227
RGK1,14462605,7227
rgk1,14462605,7227
Amn,32999,7227
6-dehydratase 1,836760,3702
Tb927.1.1700,4357245,185431
GDP-D-mannose 4,836760,3702
Tb927.1.1710,4357246,185431
Tb927.1.1720,4357247,185431
Tb927.1.1730,4357248,185431
Pacap38,32999,7227
IR60f,14462632,7227
Tb927.1.1740,4357249,185431
Tb927.1.1750,4357250,185431
Tb927.1.1760,4357251,185431
HERS,33000,7227
Tb927.1.1770,4357252,185431
Tb927.1.1780,4357253,185431
Tb927.1.1790,4357254,185431
Tb927.1.1800,4357255,185431
Tb927.1.1810,4357256,185431
PS II oxygen-evolving complex 1,836789,3702
nup205,33002,7227
GR22d,14462661,7227
Tb927.1.1820,4357257,185431
Tb927.1.1830,4357258,185431
Tb927.1.1840,4357259,185431
Pico,33003,7227
Tb927.1.1850,4357260,185431
Tb927.1.1860,4357261,185431
Tb927.1.1870,4357262,185431
Tb927.1.1880,4357263,185431
Tb927.1.1890,4357264,185431
NEP3,33005,7227
Tb927.1.1900,4357265,185431
nep3,33005,7227
chromatin remodeling 1,836808,3702
Tb927.1.1910,4357266,185431
Tb927.1.1920,4357267,185431
d2r,33007,7227
Tb927.1.1930,4357268,185431
dD2R,33007,7227
Tb927.1.1940,4357269,185431
Tb927.1.1950,4357270,185431
Tb927.1.1960,4357271,185431
Tb927.1.1970,4357272,185431
Tb927.1.1980,4357273,185431
Tb927.1.1990,4357274,185431
Disjointed,15331695,7227
plant U-box 49,836889,3702
dRab35,33014,7227
Tb927.1.2000,4357275,185431
rab35,33014,7227
Tb927.1.2020,4357277,185431
Tb927.1.2040,4357279,185431
Tb927.1.2050,4357280,185431
Tb927.1.2060,4357281,185431
ANXB10,33019,7227
Annx,33019,7227
Obst-A,33022,7227
DRab10,33025,7227
rab10,33025,7227
Tb927.1.2070,4357282,185431
Tb927.1.2080,4357283,185431
cg11478,19834761,7227
Tb927.1.2090,4357284,185431
inx7,33027,7227
Tb927.1.2100,4357285,185431
Tb927.1.2110,4357286,185431
SYX16,33034,7227
Tb927.1.2120,4357287,185431
Tb927.1.2130,4357288,185431
Tb927.1.2140,4357289,185431
gsl07,837160,3702
Tb927.1.2150,4357290,185431
Tb927.1.2160,4357291,185431
Tb927.1.2170,4357292,185431
Tb927.1.2180,4357293,185431
Tb927.1.2190,4357294,185431
Tb927.1.2200,4357295,185431
OBP19a,33037,7227
Tb927.1.2210,4357296,185431
4-hydroxyphenylpyruvate dioxygenase,837168,3702
Tb927.1.2220,4357297,185431
sclA,19835657,7227
Tb927.1.2230,4357298,185431
Pbprp2,33040,7227
pbprp-2,33040,7227
Tb927.1.2240,4357299,185431
pbprp2,33040,7227
Tb927.1.2250,4357300,185431
Cactin,33043,7227
Tb927.1.2260,4357301,185431
Tb927.1.2270,4357302,185431
Tb927.1.2280,4357303,185431
Tb927.1.2290,4357304,185431
Tb927.1.2350,4357305,185431
GSTT3,33047,7227
carotenoid isomerase,837193,3702
Tb927.1.2360,4357306,185431
cg1702,33047,7227
Tb927.1.2370,4357307,185431
gstt3,33047,7227
Tb927.1.2380,4357308,185431
ferric reduction oxidase 1,837194,3702
Tb927.1.2390,4357309,185431
Tb927.1.2400,4357310,185431
Tb927.1.2410,4357311,185431
RUN,33059,7227
Tb927.1.2420,4357312,185431
Run,33059,7227
Tb927.1.2430,4357313,185431
Tb927.1.2440,4357314,185431
Tb927.1.2450,4357315,185431
Tb927.1.2460,4357316,185431
runt,33059,7227
6-bisphosphatase,837221,3702
Tb927.1.2470,4357317,185431
Tb927.1.2480,4357318,185431
Tb927.1.2490,4357319,185431
Kl-3,26067053,7227
Tb927.1.2500,4357320,185431
fructose-2,837221,3702
Tb927.1.2510,4357321,185431
Tb927.1.2520,4357322,185431
Tb927.1.2530,4357323,185431
Tb927.1.2540,4357324,185431
Shak-B,33062,7227
ShakB,33062,7227
Tb927.1.2550,4357325,185431
Kl-5,26067054,7227
ribosomal protein L4,837243,3702
Tb927.1.2560,4357326,185431
pas,33062,7227
Tb927.1.2590,4357329,185431
shak-B,33062,7227
Tb927.1.2600,4357330,185431
Ccy,26067057,7227
proliferating cellular nuclear antigen 1,837249,3702
Tb927.1.2610,4357331,185431
Tb927.1.2620,4357332,185431
Tb927.1.2630,4357333,185431
ccy,26067057,7227
Tb927.1.2640,4357334,185431
Tb927.1.2650,4357335,185431
Tb927.1.2660,4357336,185431
NPC1b,33072,7227
Tb927.1.2670,4357337,185431
Tb927.1.2680,4357338,185431
TMC,26067066,7227
Tb927.1.2690,4357339,185431
tmc,26067066,7227
RAB GTPase homolog A2B,837253,3702
Tb927.1.2700,4357340,185431
cytb,19591154,254642
Tb927.1.2710,4357341,185431
Tb927.1.2720,4357342,185431
npc1b,33072,7227
Tb927.1.2730,4357343,185431
Fatp,26067068,7227
Tb927.1.2740,4357344,185431
dFatp,26067068,7227
fatp,26067068,7227
Tb927.1.2750,4357345,185431
Tb927.1.2770,4357347,185431
alpha carbonic anhydrase 5,837324,3702
Tb927.1.2780,4357348,185431
Tb927.1.2810,4357349,185431
Dntf-2,33078,7227
SOLO,26067079,7227
Tb927.1.2820,4357350,185431
NTF-2,33078,7227
Tb927.1.2830,4357351,185431
Tb927.1.2840,4357352,185431
Tb927.1.2850,4357353,185431
Tb927.1.2860,4357354,185431
ntf-2,33078,7227
ntf2,33078,7227
Tb927.1.2870,4357355,185431
Tb927.1.2880,4357356,185431
nitrate transporter 2.2,837328,3702
Tb927.1.2890,4357357,185431
VAS,26067080,7227
CBS,33081,7227
Tb927.1.2900,4357358,185431
Vas,26067080,7227
Vasa,26067080,7227
Tb927.1.2910,4357359,185431
Tb927.1.2920,4357360,185431
K+ efflux antiporter 1,837332,3702
Tb927.1.2930,4357361,185431
Tb927.1.2940,4357362,185431
UNC,33093,7227
Unc,33093,7227
Tb927.1.2950,4357363,185431
Tb927.1.2960,4357364,185431
Tb927.1.2970,4357365,185431
Tb927.1.2980,4357366,185431
